1,1,565.67,104.92,76.00,70.58,0.48,-1,-1,-1
1,2,492.00,91.00,63.33,47.17,0.44,-1,-1,-1
2,1,566.00,104.83,75.33,70.67,0.48,-1,-1,-1
2,2,491.67,91.00,64.00,47.33,0.44,-1,-1,-1
3,1,498.00,150.42,108.67,102.92,0.48,-1,-1,-1
3,2,441.67,109.58,77.33,55.17,0.46,-1,-1,-1
3,3,959.33,275.67,146.67,122.33,0.47,-1,-1,-1
3,4,589.33,105.08,62.67,55.67,0.47,-1,-1,-1
4,1,406.33,204.67,154.67,152.00,0.49,-1,-1,-1
4,2,399.00,125.67,90.00,65.33,0.48,-1,-1,-1
4,5,557.33,128.08,78.00,66.58,0.49,-1,-1,-1
4,6,908.00,184.17,97.33,86.67,0.46,-1,-1,-1
4,7,612.00,85.92,58.00,48.50,0.46,-1,-1,-1
5,1,145.33,350.33,302.67,328.00,0.38,-1,-1,-1
5,2,334.00,153.75,108.67,77.08,0.49,-1,-1,-1
5,5,579.00,107.42,72.00,59.67,0.48,-1,-1,-1
5,8,503.67,170.50,101.33,86.00,0.48,-1,-1,-1
5,9,874.67,134.00,69.33,61.50,0.47,-1,-1,-1
5,10,518.67,77.29,58.00,42.71,0.42,-1,-1,-1
6,1,145.33,350.33,302.67,328.00,0.38,-1,-1,-1
6,2,334.00,153.67,108.67,77.33,0.49,-1,-1,-1
6,5,503.67,170.33,101.33,86.33,0.48,-1,-1,-1
6,9,873.33,133.92,70.67,61.58,0.47,-1,-1,-1
6,10,519.00,77.29,57.33,42.71,0.42,-1,-1,-1
6,11,579.00,107.33,72.00,59.83,0.48,-1,-1,-1
7,2,16.58,287.17,223.75,157.17,0.48,-1,-1,-1
7,9,828.00,74.00,42.67,37.83,0.37,-1,-1,-1
7,10,447.33,105.25,78.00,56.00,0.49,-1,-1,-1
7,12,21.67,469.33,361.33,250.00,0.48,-1,-1,-1
7,13,445.33,199.50,130.67,113.33,0.46,-1,-1,-1
7,14,554.00,59.50,55.33,48.83,0.44,-1,-1,-1
7,15,616.00,79.75,51.33,45.17,0.42,-1,-1,-1
8,2,16.58,287.17,223.42,157.17,0.48,-1,-1,-1
8,9,828.00,73.96,42.67,37.88,0.40,-1,-1,-1
8,10,447.33,105.25,78.00,56.00,0.49,-1,-1,-1
8,12,21.00,469.33,362.00,250.00,0.48,-1,-1,-1
8,13,445.33,199.50,130.67,113.33,0.46,-1,-1,-1
8,14,554.00,59.50,55.33,48.83,0.44,-1,-1,-1
8,15,616.67,80.25,50.67,44.50,0.43,-1,-1,-1
9,9,809.33,41.67,29.33,26.50,0.09,-1,-1,-1
9,10,289.33,170.00,130.67,89.00,0.47,-1,-1,-1
9,14,479.33,90.08,83.33,64.50,0.48,-1,-1,-1
9,15,534.00,138.50,83.33,71.00,0.49,-1,-1,-1
9,16,552.67,36.71,63.33,66.62,0.47,-1,-1,-1
10,9,809.33,41.62,29.33,26.50,0.10,-1,-1,-1
10,10,289.33,170.00,130.67,89.00,0.48,-1,-1,-1
10,14,479.67,90.58,84.00,64.17,0.48,-1,-1,-1
10,15,534.00,138.50,83.33,71.00,0.49,-1,-1,-1
10,16,552.33,36.71,63.33,66.62,0.47,-1,-1,-1
11,14,289.67,156.08,148.00,113.25,0.42,-1,-1,-1
11,15,202.83,358.67,243.17,228.00,0.49,-1,-1,-1
11,16,502.33,52.33,85.33,82.83,0.47,-1,-1,-1
11,17,554.00,104.83,76.00,66.17,0.49,-1,-1,-1
11,18,632.00,66.58,54.67,48.50,0.43,-1,-1,-1
12,14,289.67,156.08,148.00,113.25,0.43,-1,-1,-1
12,15,202.67,358.67,243.33,228.00,0.49,-1,-1,-1
12,16,502.33,52.33,85.33,82.83,0.47,-1,-1,-1
12,17,554.00,104.83,76.00,66.17,0.49,-1,-1,-1
12,18,632.00,66.50,54.67,48.50,0.43,-1,-1,-1
13,14,289.67,156.00,148.00,113.00,0.42,-1,-1,-1
13,15,202.83,358.67,243.17,228.00,0.49,-1,-1,-1
13,16,503.33,51.71,84.00,84.46,0.47,-1,-1,-1
13,17,554.00,104.75,76.00,66.25,0.49,-1,-1,-1
13,18,632.00,66.50,54.67,48.50,0.42,-1,-1,-1
14,14,289.67,156.00,148.00,113.00,0.42,-1,-1,-1
14,15,202.83,358.67,243.17,228.00,0.49,-1,-1,-1
14,16,503.33,51.71,84.00,84.46,0.47,-1,-1,-1
14,17,554.00,104.83,76.00,66.17,0.49,-1,-1,-1
14,18,632.00,66.50,54.67,48.50,0.42,-1,-1,-1
15,14,289.67,156.00,148.00,113.00,0.42,-1,-1,-1
15,15,202.83,358.67,243.17,228.00,0.49,-1,-1,-1
15,16,503.33,51.71,84.00,84.46,0.47,-1,-1,-1
15,17,554.00,104.75,76.00,66.25,0.49,-1,-1,-1
15,18,632.00,66.50,54.67,48.50,0.42,-1,-1,-1
16,14,289.67,156.00,148.00,113.00,0.42,-1,-1,-1
16,15,202.83,358.67,243.17,228.00,0.49,-1,-1,-1
16,16,503.33,51.71,84.00,84.46,0.47,-1,-1,-1
16,17,554.00,104.75,76.00,66.25,0.49,-1,-1,-1
16,18,632.00,66.50,54.67,48.50,0.42,-1,-1,-1
17,19,481.67,174.50,110.00,95.00,0.48,-1,-1,-1
17,20,320.00,159.75,125.33,105.58,0.46,-1,-1,-1
17,21,499.67,85.08,60.67,47.83,0.46,-1,-1,-1
17,22,858.67,95.58,53.33,46.33,0.43,-1,-1,-1
18,23,275.50,301.33,203.17,188.00,0.48,-1,-1,-1
18,24,137.00,233.00,191.00,156.00,0.48,-1,-1,-1
18,25,449.33,106.33,74.67,57.67,0.48,-1,-1,-1
18,26,547.33,67.33,51.33,38.67,0.40,-1,-1,-1
19,27,373.00,135.50,100.00,73.67,0.48,-1,-1,-1
19,28,604.00,87.08,56.00,47.83,0.47,-1,-1,-1
19,29,513.67,80.71,61.33,45.29,0.44,-1,-1,-1
20,30,538.33,127.75,80.67,68.75,0.49,-1,-1,-1
20,31,466.67,100.42,73.33,52.00,0.48,-1,-1,-1
20,32,248.33,185.67,138.67,103.00,0.47,-1,-1,-1
21,33,396.00,126.75,95.33,68.08,0.47,-1,-1,-1
21,35,403.67,211.33,138.67,122.33,0.46,-1,-1,-1
21,36,538.00,60.75,54.67,45.50,0.44,-1,-1,-1
22,33,396.00,126.75,95.33,68.08,0.48,-1,-1,-1
22,35,403.67,211.33,138.67,122.33,0.46,-1,-1,-1
22,36,538.00,60.75,54.67,45.50,0.44,-1,-1,-1
23,33,24.17,275.00,229.33,156.00,0.49,-1,-1,-1
23,36,442.33,97.33,83.33,64.33,0.50,-1,-1,-1
24,36,347.67,131.17,116.00,87.00,0.49,-1,-1,-1
25,36,175.83,188.33,178.83,133.00,0.47,-1,-1,-1
26,36,175.67,188.33,179.00,133.00,0.47,-1,-1,-1
27,38,988.67,282.67,149.33,120.00,0.47,-1,-1,-1
28,39,896.67,148.83,74.67,63.67,0.49,-1,-1,-1
29,40,619.67,83.75,52.00,45.50,0.46,-1,-1,-1
30,40,619.67,83.75,52.00,45.50,0.46,-1,-1,-1
30,41,859.33,95.67,50.67,42.67,0.40,-1,-1,-1
31,40,609.67,93.42,58.00,50.00,0.45,-1,-1,-1
32,40,609.67,93.33,58.00,50.17,0.45,-1,-1,-1
33,40,609.00,93.17,58.67,50.50,0.45,-1,-1,-1
33,42,972.67,205.33,202.67,183.00,0.49,-1,-1,-1
34,40,608.67,94.00,58.67,50.33,0.45,-1,-1,-1
34,43,897.33,118.50,112.00,109.33,0.47,-1,-1,-1
35,40,609.33,93.25,58.67,50.83,0.45,-1,-1,-1
35,44,862.67,79.75,72.00,74.17,0.47,-1,-1,-1
36,40,609.33,93.33,58.67,50.67,0.45,-1,-1,-1
36,44,862.67,79.75,72.00,74.17,0.47,-1,-1,-1
37,40,609.67,93.33,58.00,50.00,0.45,-1,-1,-1
37,44,824.00,37.27,42.67,47.23,0.39,-1,-1,-1
38,40,609.00,93.75,58.67,50.17,0.45,-1,-1,-1
38,44,816.00,28.79,34.67,38.50,0.18,-1,-1,-1
38,45,254.33,396.33,312.00,271.33,0.47,-1,-1,-1
39,40,609.33,93.67,58.67,50.33,0.46,-1,-1,-1
39,46,77.33,260.33,202.00,143.33,0.49,-1,-1,-1
39,47,556.67,60.83,50.67,42.75,0.43,-1,-1,-1
40,40,609.33,93.75,58.67,50.33,0.46,-1,-1,-1
40,46,77.17,260.33,202.33,143.33,0.49,-1,-1,-1
40,47,556.33,60.79,51.33,42.88,0.43,-1,-1,-1
41,40,609.33,93.75,58.00,49.83,0.46,-1,-1,-1
41,47,530.33,71.04,58.67,49.12,0.46,-1,-1,-1
41,48,210.33,318.67,206.00,169.33,0.47,-1,-1,-1
42,40,609.33,93.67,58.00,50.00,0.46,-1,-1,-1
42,47,530.33,71.04,58.67,49.12,0.46,-1,-1,-1
42,48,210.33,318.67,206.00,169.33,0.47,-1,-1,-1
43,40,609.67,94.17,57.33,49.67,0.46,-1,-1,-1
43,47,523.33,75.67,60.00,49.50,0.44,-1,-1,-1
43,48,0.00,141.42,80.75,76.75,0.49,-1,-1,-1
44,40,609.67,92.58,57.33,50.67,0.46,-1,-1,-1
44,47,523.00,75.92,60.00,48.50,0.43,-1,-1,-1
45,40,610.00,92.83,58.00,50.50,0.45,-1,-1,-1
45,47,523.00,75.58,60.00,49.17,0.43,-1,-1,-1
45,49,222.50,355.00,215.50,159.33,0.49,-1,-1,-1
46,40,610.00,92.83,58.00,50.50,0.46,-1,-1,-1
46,47,523.33,75.67,59.33,49.17,0.43,-1,-1,-1
46,49,222.33,355.00,215.67,159.33,0.49,-1,-1,-1
47,40,609.67,92.83,58.67,50.67,0.46,-1,-1,-1
47,47,523.00,75.75,60.00,49.17,0.44,-1,-1,-1
