1,1,956.00,79.46,45.33,33.79,0.48,-1,-1,-1
1,2,532.00,27.67,97.33,80.33,0.46,-1,-1,-1
1,3,601.67,84.50,62.00,64.00,0.42,-1,-1,-1
2,1,953.33,80.62,46.67,33.79,0.48,-1,-1,-1
2,2,513.67,23.88,108.00,94.62,0.47,-1,-1,-1
2,3,582.67,94.67,64.00,73.67,0.46,-1,-1,-1
2,4,448.33,109.67,85.33,66.83,0.44,-1,-1,-1
3,1,953.33,79.96,46.67,33.96,0.48,-1,-1,-1
3,2,494.00,32.67,116.67,100.83,0.47,-1,-1,-1
3,3,545.33,114.83,79.33,89.17,0.46,-1,-1,-1
3,5,393.67,131.92,103.33,83.42,0.47,-1,-1,-1
4,1,952.67,79.83,46.67,34.17,0.48,-1,-1,-1
4,2,459.67,39.79,136.67,113.71,0.49,-1,-1,-1
4,6,297.17,171.33,137.50,111.67,0.45,-1,-1,-1
4,7,478.00,152.08,110.67,113.25,0.40,-1,-1,-1
5,1,953.33,80.17,46.67,33.67,0.47,-1,-1,-1
5,2,408.00,50.96,165.33,134.04,0.48,-1,-1,-1
5,8,346.00,228.00,170.00,162.67,0.49,-1,-1,-1
5,9,109.00,250.67,212.33,157.67,0.48,-1,-1,-1
6,1,953.33,80.17,45.33,33.67,0.48,-1,-1,-1
6,2,324.83,63.83,213.83,164.50,0.48,-1,-1,-1
6,10,1076.00,449.00,204.00,220.00,0.49,-1,-1,-1
7,1,954.00,80.58,45.33,33.67,0.48,-1,-1,-1
7,2,181.67,82.25,311.00,224.08,0.47,-1,-1,-1
7,11,969.33,276.50,158.67,116.50,0.46,-1,-1,-1
8,1,954.00,80.29,45.33,33.54,0.48,-1,-1,-1
8,2,4.67,133.83,391.33,348.83,0.26,-1,-1,-1
8,12,912.00,178.67,104.00,90.67,0.47,-1,-1,-1
9,1,954.00,80.08,45.33,33.33,0.47,-1,-1,-1
9,2,1.58,195.83,237.42,348.83,0.27,-1,-1,-1
9,13,880.00,133.58,73.33,56.42,0.45,-1,-1,-1
10,1,954.00,80.75,45.33,33.67,0.48,-1,-1,-1
10,14,958.00,294.17,169.33,134.83,0.46,-1,-1,-1
10,15,855.33,100.25,57.33,40.67,0.43,-1,-1,-1
11,1,954.00,80.67,45.33,33.17,0.47,-1,-1,-1
11,16,869.33,167.58,90.67,73.08,0.48,-1,-1,-1
11,17,837.33,75.42,45.33,34.83,0.41,-1,-1,-1
12,1,953.33,79.83,45.33,33.33,0.46,-1,-1,-1
12,18,822.67,107.17,61.33,50.50,0.46,-1,-1,-1
13,1,952.67,79.50,46.67,33.67,0.47,-1,-1,-1
13,19,544.00,110.67,90.00,85.00,0.47,-1,-1,-1
13,20,796.00,75.50,45.33,32.83,0.44,-1,-1,-1
13,21,1098.67,401.33,181.33,288.67,0.43,-1,-1,-1
14,1,954.00,80.50,46.67,33.67,0.48,-1,-1,-1
14,22,391.00,191.33,160.67,142.67,0.48,-1,-1,-1
14,23,946.00,193.00,150.67,158.00,0.47,-1,-1,-1
15,1,954.00,80.71,46.67,33.54,0.47,-1,-1,-1
15,24,883.33,116.83,84.00,97.00,0.46,-1,-1,-1
15,25,542.67,69.83,57.33,48.83,0.45,-1,-1,-1
15,26,418.00,116.75,97.33,67.25,0.45,-1,-1,-1
15,27,0.00,470.33,289.67,249.67,0.44,-1,-1,-1
15,28,582.67,97.50,64.00,58.83,0.44,-1,-1,-1
15,29,773.33,37.17,29.33,22.83,0.42,-1,-1,-1
16,1,952.67,79.79,46.67,34.04,0.48,-1,-1,-1
16,30,465.00,102.17,78.67,57.83,0.48,-1,-1,-1
16,31,836.00,79.04,64.00,69.96,0.48,-1,-1,-1
16,32,200.00,198.00,181.67,121.33,0.47,-1,-1,-1
16,33,502.67,148.08,98.00,93.25,0.45,-1,-1,-1
17,1,952.67,80.00,46.67,34.00,0.47,-1,-1,-1
17,34,994.67,298.33,169.33,140.00,0.49,-1,-1,-1
17,35,313.50,157.33,131.17,88.67,0.48,-1,-1,-1
17,36,298.67,274.67,200.67,166.00,0.45,-1,-1,-1
17,37,806.67,55.50,49.33,51.75,0.42,-1,-1,-1
18,1,954.67,80.42,45.33,33.67,0.47,-1,-1,-1
18,38,909.33,176.33,96.00,80.67,0.48,-1,-1,-1
18,39,0.00,322.67,195.00,206.67,0.46,-1,-1,-1
18,40,602.00,79.92,57.33,51.33,0.45,-1,-1,-1
19,1,954.00,80.38,45.33,33.54,0.48,-1,-1,-1
19,41,536.00,125.17,84.00,70.50,0.48,-1,-1,-1
19,42,867.33,119.58,64.00,52.75,0.46,-1,-1,-1
19,43,1086.00,442.33,194.00,253.00,0.45,-1,-1,-1
20,1,952.67,79.96,46.67,33.54,0.47,-1,-1,-1
20,44,947.33,213.00,136.00,114.00,0.47,-1,-1,-1
20,45,390.00,206.83,149.33,129.33,0.46,-1,-1,-1
21,1,953.33,80.25,45.33,33.67,0.46,-1,-1,-1
21,46,888.67,135.75,82.67,68.08,0.49,-1,-1,-1
21,47,0.00,485.00,283.33,229.67,0.46,-1,-1,-1
22,1,953.33,80.96,46.67,33.38,0.47,-1,-1,-1
22,48,994.67,252.00,157.33,115.00,0.48,-1,-1,-1
22,49,858.00,96.42,60.00,50.00,0.45,-1,-1,-1
23,1,953.33,80.58,46.67,33.50,0.47,-1,-1,-1
23,50,914.67,149.00,89.33,73.33,0.48,-1,-1,-1
23,51,421.67,185.17,138.67,105.67,0.45,-1,-1,-1
23,52,836.00,69.67,46.67,40.17,0.44,-1,-1,-1
23,53,600.00,10.50,64.67,56.67,0.43,-1,-1,-1
24,1,952.67,79.67,46.67,32.67,0.46,-1,-1,-1
24,54,550.67,19.62,92.00,69.21,0.47,-1,-1,-1
24,55,869.33,100.25,61.33,48.67,0.47,-1,-1,-1
24,56,821.33,49.29,38.67,35.13,0.45,-1,-1,-1
24,57,0.00,473.67,291.00,246.33,0.43,-1,-1,-1
25,1,953.33,80.00,44.00,32.17,0.44,-1,-1,-1
25,58,401.67,129.33,107.33,75.83,0.47,-1,-1,-1
25,59,842.00,71.46,46.67,35.79,0.46,-1,-1,-1
25,2,1.58,195.83,237.42,348.83,0.47,-1,-1,-1
26,1,953.33,80.42,52.00,34.50,0.48,-1,-1,-1
26,2,365.00,48.00,183.33,128.67,0.50,-1,-1,-1
26,60,174.67,220.00,195.33,136.00,0.48,-1,-1,-1
26,61,826.00,51.75,38.67,28.67,0.42,-1,-1,-1
27,1,954.00,80.83,50.67,33.00,0.48,-1,-1,-1
27,2,130.83,77.25,320.50,222.08,0.48,-1,-1,-1
27,62,817.33,39.31,30.67,23.52,0.43,-1,-1,-1
28,1,954.00,80.25,49.33,33.33,0.46,-1,-1,-1
28,2,3.42,154.25,234.25,310.08,0.38,-1,-1,-1
28,63,809.33,31.33,28.00,18.50,0.42,-1,-1,-1
29,1,953.33,80.42,49.33,33.33,0.48,-1,-1,-1
30,1,953.33,80.58,49.33,33.33,0.48,-1,-1,-1
31,1,954.67,80.88,49.33,33.29,0.48,-1,-1,-1
32,1,953.33,80.29,53.33,33.79,0.47,-1,-1,-1
33,1,952.67,80.17,52.00,33.67,0.47,-1,-1,-1
34,1,952.67,80.42,53.33,33.67,0.47,-1,-1,-1
35,1,953.33,80.79,53.33,33.54,0.47,-1,-1,-1
36,1,954.00,80.58,46.67,33.17,0.45,-1,-1,-1
37,1,953.33,80.04,45.33,33.46,0.47,-1,-1,-1
37,64,956.67,342.67,221.33,169.33,0.48,-1,-1,-1
38,1,953.33,80.12,46.67,33.88,0.47,-1,-1,-1
38,65,864.00,191.67,116.00,88.33,0.48,-1,-1,-1
39,1,953.33,80.71,48.00,33.38,0.47,-1,-1,-1
39,66,816.00,126.17,77.33,64.67,0.47,-1,-1,-1
39,67,1046.67,419.33,233.33,197.33,0.47,-1,-1,-1
40,1,954.00,80.71,46.67,33.29,0.47,-1,-1,-1
40,68,918.00,207.83,106.67,79.00,0.48,-1,-1,-1
